name,x,y,plst,dem,at
USC00202423,-83.5036,44.2839,24.71,178.6,26.7
USC00202427,-82.9439,42.4589,34.2,182.9,28.3
USC00202445,-86.243,42.0153,25.41,256,28.3
USC00202503,-85.1992,45.1806,30.28,214,27.8
USC00202598,-85.5697,46.1281,27.26,208.8,24.4
USC00202691,-83.3625,42.4669,31.78,219.5,27.2
USC00202788,-85.4133,44.565,26.98,338.9,28.3
USC00202851,-83.7694,43.0378,33.32,207,28.3
USC00202955,-83.7161,43.3194,33.58,193.5,31.1
USC00203025,-86.0264,43.4458,25.2,243.8,26.7
USC00203096,-84.7114,45.0333,28.77,401.7,26.1
USC00203099,-84.7189,44.9072,22.01,447.4,25.6
USC00203188,-83.7022,44.5358,24.47,272.5,26.7
USC00203278,-83.5097,42.9164,32.07,277.4,27.8
USC00203295,-86.2047,43.0608,24.5,184.4,26.1
USC00203391,-84.6997,44.6547,34.82,346.6,26.7
USC00203429,-85.2422,43.2025,30.83,268.8,29.4
USC00203529,-83.7217,44.4633,23.95,221.9,26.7
USC00203628,-83.2808,44.6819,21.37,178.3,25
USC00203632,-86.4239,43.6747,31.3,234.7,27.8
USC00203661,-85.2875,42.6422,33.98,249.9,27.8
USC00203712,-83.9858,42.4344,26.56,271.3,27.2
USC00203744,-88.375,46.665,25.2,509,25
USC00203823,-84.6411,41.9353,31.89,329.2,27.8
USC00203930,-84.7747,44.3122,30.34,353.9,26.7
USC00203932,-84.8922,44.3119,28.28,345.9,28.3
USC00203947,-83.9325,42.5939,34.57,279.5,27.8
USC00204078,-85.0778,42.9531,33.39,245.4,27.8
USC00204090,-88.0842,45.7858,26.41,326.4,27.2
USC00204104,-90.1892,46.4656,25.59,435.9,26.7
USC00204130,-87.6894,46.4911,33.29,440.1,26.1
USC00204257,-85.1728,44.7281,31.63,315.5,26.7
USC00204502,-85.205,44.3089,26.45,374.9,26.7
USC00204655,-83.3075,43.0608,32.48,249.9,27.2
USC00204659,-83.3606,43.0581,30.58,255.1,27.8
USC00204668,-88.4417,47.2375,31.17,367.9,25.6
USC00204793,-83.8039,42.8133,30.82,263,27.2
USC00204808,-82.5328,43.2631,24.93,189.6,26.1
USC00204954,-86.3942,43.9067,27.01,210.3,26.1
USC00204967,-84.0233,44.42,26.59,276.8,26.1
USC00205050,-84.0236,42.1508,33.27,294.1,30
USC00205065,-86.2939,44.2114,30.71,204.2,27.2
USC00205073,-86.2514,45.9511,27.09,182.9,23.9
USC00205390,-83.2894,43.4156,31.53,203.6,28.9
USC00205434,-84.2011,43.6089,39.61,195.1,28.9
USC00205451,-83.6769,42.0811,35.58,207.3,27.8
USC00205452,-83.6844,42.5794,32.85,301.8,26.7
USC00205533,-84.1158,44.6467,28.71,316.1,26.1
USC00205563,-83.4158,41.9069,36.43,178.6,28.3
USC00205591,-84.8361,45.9903,23.23,211.8,24.4
USC00205603,-84.2147,41.7217,32.93,234.7,29.4
USC00205662,-84.7694,43.5858,38.17,242.3,30.6
USC00205690,-86.6625,46.4122,22.55,207.3,25.6
USC00205810,-85.5089,46.3725,25.84,219.5,24.4
USC00205822,-83.28,41.9497,26.19,176.2,27.8
USC00205892,-86.2658,41.8406,28.13,198.1,27.2
USC00206007,-85.6472,45.1322,28.53,227.4,25.6
USC00206184,-84.2233,45.4108,24.57,227.1,26.7
USC00206220,-89.2075,46.8342,21.68,240.8,28.3
USC00206300,-84.18,43.0161,38.46,222.5,28.9
USC00206442,-84.7858,45.5719,30.29,217,25.6
USC00206507,-84.9767,45.3725,25.99,182.6,25.6
USC00206510,-84.9511,45.3614,28.51,228,26.1
USC00206583,-84.3239,46.1864,24.75,191.7,25
USC00206587,-83.9561,43.8567,23.81,178.9,30
USC00206662,-82.9703,44.0469,26.61,184.4,26.7
USC00206663,-82.7142,43.9483,21.91,182.9,21.7
USC00206982,-82.7958,42.8783,28.13,233.2,26.7
USC00207096,-83.8142,45.4136,27.07,193.5,26.1
USC00207222,-83.9561,43.4122,39.44,182.9,28.9
USC00207225,-84.0642,43.4172,35.72,179.8,28.9
USC00207275,-84.7197,45.8608,24.51,201.5,25
USC00207277,-85.5464,45.6911,27.09,204.8,25.6
USC00207280,-84.5542,43.0114,34.09,226.5,28.9
USC00207308,-83.7819,42.1611,31.61,228.6,28.3
USC00207312,-83.82,42.1236,30.58,256,28.3
USC00207320,-83.5831,41.8069,27.03,198.7,27.8
USC00207350,-82.8192,43.4194,31.24,235.9,27.2
USC00207364,-84.4089,46.4867,20.87,192,25.6
USC00207690,-86.2825,42.4014,25.48,180.4,27.2
USC00207820,-83.8978,44.0125,25.15,187.5,27.8
USC00208043,-85.2239,46.6014,20.73,227.1,25.6
USC00208080,-83.9336,42.0028,33.93,237.7,31.1
USC00208184,-85.6386,41.93,30.59,246.9,28.3
USC00208202,-84.1108,42.0283,27.6,295.7,27.8
USC00208249,-85.6442,44.7608,27.62,193.5,27.8
USC00208293,-85.0728,46.1989,21.93,265.5,22.8
USC00208345,-88.8608,46.8831,19.45,367.6,26.7
USC00208417,-84.4397,45.1703,26.89,275.8,27.8
USC00208443,-83.5828,43.3656,33.09,192,28.3
USC00208800,-84.2011,44.2542,26.35,269.7,26.7
USC00208920,-84.9858,46.7475,22.44,189.6,23.9
USC00208941,-83.4717,42.6981,29.19,321,26.7
USC00208972,-83.7831,42.4356,31.42,276.1,27.2
USC00209188,-82.8011,43.1447,24.58,249.9,28.3
USC00210059,-93.6675,46.5258,24.89,370.3,27.2
USC00210075,-93.3019,43.6064,26.77,374.9,29.4
USC00210190,-93.2928,45.2533,31.92,274,31.1
USC00210252,-96.8253,48.3311,31.75,258.2,31.1
USC00210287,-96.1542,45.3783,27.55,333.1,31.1
USC00210355,-92.9739,43.6542,34.9,365.5,28.9
USC00210387,-91.9533,47.7122,26.27,451.4,25.6
USC00210564,-91.3672,47.2003,20.76,192,21.7
USC00210667,-95.6167,45.3167,31.75,317,32.2
USC00210746,-93.7994,48.1969,22.79,371.9,23.3
USC00210809,-94.5175,47.6714,24.43,408.4,26.7
USC00210855,-94.0947,43.6236,29.69,335.3,32.2
USC00210939,-94.2086,46.3433,33.81,359.7,27.8
USC00210973,-96.5914,46.2681,34.89,292.6,28.9
USC00210989,-91.8625,47.2472,22.85,452.9,25.6
USC00211063,-96.8283,45.5958,33.11,298.1,33.3
USC00211074,-92.5336,46.3003,21.86,381.9,26.7
USC00211107,-93.84,45.1969,29.37,302.4,29.4
USC00211174,-92.64,44.0908,24.86,317.3,28.9
USC00211198,-91.5028,43.6308,30.59,355.4,27.8
USC00211227,-93.1264,45.5506,25.37,292.6,32.2
USC00211250,-95.1817,48.61,23.31,392.9,31.7
USC00211263,-96.2697,44.7183,32.59,368.8,32.2
USC00211278,-92.9133,44.4828,30.96,288,31.1
USC00211374,-94.6147,47.3847,26.43,395,27.2
USC00211448,-93.5644,44.8497,32.01,288.3,30.6
USC00211468,-93.6311,44.8131,31.15,281.3,31.1
USC00211630,-92.5253,46.7047,22.31,385.6,27.8
USC00211691,-94.3919,45.5794,27.07,368.8,31.7
USC00211771,-92.5336,47.8947,21,413,24.4
USC00211891,-96.6031,47.8014,32.67,270.7,29.4
USC00212015,-95.9089,46.125,29.35,402.3,30
USC00212023,-94.3039,45.0833,31.89,332.2,31.7
USC00212050,-94.3872,46.8997,27.81,448.4,25.6
USC00212142,-95.8375,46.8372,28.05,413,28.9
USC00212146,-95.6067,46.8575,24.2,470,26.7
USC00212500,-93.5842,45.3047,33.61,268.2,31.7
USC00212555,-91.4492,47.9722,21.11,440.1,27.2
USC00212576,-92.1958,47.6581,20.78,426.7,22.8
USC00212645,-92.5303,47.4581,26.51,440.4,26.1
USC00212698,-94.4656,43.6447,29.07,361.8,31.1
USC00212721,-93.2661,44.3092,31.11,295.7,30
USC00212737,-93.17,44.6697,32.95,298.7,29.4
USC00212842,-92.87,46.9728,22.26,384,27.2
USC00212881,-92.9125,45.3397,26.19,292.6,31.1
USC00213076,-94.2208,44.5564,29.29,310.3,31.7
USC00213174,-95.4392,45.6583,29.95,365.2,30.6
USC00213282,-90.3283,47.7517,22.05,186.5,22.2
USC00213290,-92.5644,43.7047,30.38,411.5,28.3
USC00213296,-89.6908,47.9711,20.42,222.5,21.1
USC00213303,-93.4975,47.2436,24.66,399.3,27.2
USC00213311,-95.5517,44.8136,32.15,283.5,31.7
USC00213411,-94.3608,46.4119,22.29,370.3,26.1
USC00213417,-90.8842,48.1603,22.78,443.5,25.6
USC00213455,-96.9406,48.7714,31.67,248.4,32.2
USC00213567,-92.8689,44.7597,25.6,207.3,30.6
USC00213678,-93.97,44.5356,27.89,297.2,31.7
USC00213793,-92.9928,45.9919,26.78,315.5,27.2
USC00213965,-94.3719,44.8978,32.81,326.1,30.6
USC00214077,-91.6514,47.5933,20.13,530.4,24.4
USC00214093,-92.07,47.0239,21.86,429.8,25.6
USC00214103,-93.5014,46.3197,23.33,391.7,26.1
USC00214106,-95.1919,47.2256,23.04,454.2,28.3
USC00214176,-93.6356,44.65,29.29,274.3,30
USC00214191,-93.0483,48.4089,21.65,365.8,25
USC00214306,-92.6444,48.5011,21.29,342,24.4
USC00214373,-94.3056,45.3533,28.47,353.6,29.4
USC00214453,-95.1519,43.7022,27.67,466.3,30
USC00214534,-95.9572,43.9981,28.09,502.9,30.6
USC00214546,-95.3153,44.2394,28.99,347.5,30.6
USC00214652,-94.2228,47.2467,21.83,396.8,28.3
USC00214778,-94.5347,45.1278,32.39,341.4,30
USC00214793,-94.345,46.0039,29.53,341.4,32.2
USC00214809,-93.7214,48.3681,21.29,365.8,24.4
USC00214861,-94.8892,45.9647,29.01,408.4,30
USC00214994,-96.1661,45.0025,30.29,329.2,32.2
USC00215012,-95.9692,47.3169,27.02,369.4,31.1
USC00215073,-94.0211,44.1542,32.95,259.1,30.6
USC00215204,-95.7908,44.4706,30.57,351.1,31.7
USC00215325,-94.8019,45.6772,27.7,364.2,30.6
USC00215392,-93.6617,45.7533,27.53,324.3,29.4
USC00215400,-95.9269,45.1219,29.59,310.9,32.2
USC00215563,-95.7461,44.9342,29.87,301.8,31.7
USC00215586,-96.7483,46.8875,33.91,275.5,31.7
USC00215598,-92.7578,46.4378,26.95,338.3,27.8
USC00215615,-93.3147,45.8775,26.65,310.3,29.4
USC00215638,-95.8744,45.59,32.89,347.5,31.1
USC00215838,-93.3792,45.01,35.07,286.5,31.7
USC00215845,-94.9461,45.2597,27.71,364.8,30.6
USC00215887,-94.4897,44.3006,30.81,271.3,30.6
USC00215902,-95.3847,46.5233,27.17,428.5,27.8
USC00215989,-94.2556,47.8358,24.53,431.3,26.1
USC00216152,-94.9297,44.7628,28.45,335.3,30
USC00216211,-92.7636,48.0508,19.14,400.8,24.4
USC00216276,-95.5464,46.4144,25.17,411.2,30
USC00216287,-93.2308,44.0981,31.49,347.5,30
USC00216547,-94.1089,46.6694,21.27,381,27.2
USC00216565,-96.3258,44.0139,29.65,519.7,30.6
USC00216612,-93.5861,47.2508,25.17,390.1,26.7
USC00216654,-92.0747,43.6725,30.22,283.5,29.4
USC00216787,-96.2658,47.8878,30.35,317.3,30
USC00216822,-92.61,44.6103,26.4,206.3,32.2
USC00216839,-95.0997,44.5486,32.95,310.9,32.2
USC00216920,-94.2072,45.7575,32.81,332.2,30.6
USC00217107,-93.0975,44.7178,27.58,289.6,30
USC00217149,-96.2869,46.4808,28.43,367,28.9
USC00217184,-91.75,43.8053,29.31,234.7,29.4
USC00217326,-94.6122,43.9903,30.95,326.1,31.1
USC00217379,-93.1539,44.9311,36.12,281.9,30.6
USC00217405,-93.9656,44.3222,31.27,259.1,31.1
USC00217460,-93.3211,46.7953,22.13,376.1,25.6
USC00217602,-94.7744,43.6303,27.97,402.3,30
USC00217907,-94.9864,44.2469,28.83,324.9,30
USC00217935,-93.6275,44.9347,27.75,309.7,30.6
USC00218039,-92.8522,45.0456,29.86,273.7,30
USC00218227,-92.1942,44.2814,24.17,243.8,31.1
USC00218254,-95.2475,48.2108,28.83,377,26.7
USC00218307,-92.2867,47.8003,19.63,432.8,26.1
USC00218311,-92.2783,47.7817,21.41,435.9,25
USC00218323,-95.6308,44.2394,29.55,427.6,31.1
USC00218419,-91.6653,47.0258,26.97,190.5,25
USC00218421,-91.7067,47.1253,22.54,413,25
USC00218450,-93.1772,44.9847,33.33,295.7,30.6
USC00218477,-93.0958,45.0483,28.9,271.3,30.6
USC00218579,-95.1494,46.3939,29.31,418.2,28.3
USC00218621,-94.5725,47.0997,24.61,414.5,27.2
USC00218679,-95.3303,48.8947,28.13,327.1,24.4
USC00218692,-93.5264,44.0708,29.05,351.4,29.4
USC00218700,-94.4272,48.2058,25.83,363,26.1
USC00218808,-93.7367,43.7467,28.81,345.9,30
USC00218907,-96.5042,45.8081,34.87,310.3,32.8
USC00218947,-96.565,45.8619,32.33,312.1,32.2
USC00218986,-92.7489,45.5231,26.69,256,29.4
USC00219001,-95.0586,45.19,28.51,362.7,31.1
USC00219046,-94.1661,43.7639,29.63,338.3,30.6
USC00219072,-91.6703,44.0875,26.38,202.1,30
USC00219134,-91.2167,47.45,20.06,426.7,22.2
USC00219170,-95.5803,43.645,29.85,478.5,30.6
USC00219249,-92.6661,44.2992,29,295.7,29.4
USC00220021,-88.5214,33.83,30.11,60.4,33.9
USC00220488,-89.9806,34.3061,33.54,67.1,31.1
USC00220792,-89.0008,30.3931,36.54,3,34.4
USC00220955,-88.5622,34.6344,34.3,149.4,33.3
USC00221094,-90.4581,31.5447,33.19,132.6,35
USC00221314,-89.3136,33.8592,31.67,81.7,32.8
USC00221489,-89.5389,32.7506,30.7,112.8,33.3
USC00221707,-90.5572,34.1864,37.06,52.7,29.4
USC00221738,-90.7444,33.7367,39.04,42.1,30
USC00221852,-89.5572,31.6419,36.37,88.4,35
USC00221865,-89.8361,31.2503,33.61,45.7,35
USC00221880,-88.3847,33.4678,34.69,44.2,34.4
USC00221962,-88.6178,34.8792,32.13,117.3,33.3
USC00222896,-89.2358,33.5628,29.21,134.1,32.8
USC00223107,-89.4208,32.36,33.7,137.2,33.3
USC00223605,-91.06,33.3592,35.37,38.1,34.4
USC00223645,-89.8136,33.7608,38.28,72.2,31.7
USC00223887,-89.3392,31.2547,32.22,117.3,34.4
USC00224455,-88.1958,34.7633,34.83,182.9,35.6
USC00224776,-89.5797,33.0583,35.41,125,33.3
USC00224939,-89.1236,31.6756,35.18,68.6,33.9
USC00225247,-89.0711,33.1356,32.97,177.1,35
USC00225361,-88.5586,33.1544,34.21,76.2,34.4
USC00225987,-90.1058,31.5519,37.04,58.2,37.2
USC00226527,-89.8297,34.9536,39.31,117.3,32.8
USC00226718,-88.4781,30.3961,33.23,3.7,33.9
USC00226894,-89.1303,32.7692,31.77,125.9,35
USC00226921,-89.705,30.5364,31.78,19.5,34.4
USC00227132,-90.9719,31.985,33.76,36.6,34.4
USC00227276,-89.5525,32.1433,30.43,135.9,33.9
USC00227560,-90.8853,32.8978,31.09,32,35
USC00227840,-89.055,30.6264,29.46,69.8,35
USC00227921,-89.9592,34.6314,34.31,73.2,31.7
USC00228374,-88.7822,33.4692,38.07,56.4,35.6
USC00228445,-90.9108,33.4311,36.02,38.7,32.2
USC00229004,-88.7658,34.265,34,106.7,31.7
USC00229079,-89.5308,34.3725,35.78,124.4,32.8
USC00229173,-88.7239,34.1647,34.6,99.1,33.9
USC00229230,-90.8753,32.385,31.15,24.4,33.9
USC00229400,-89.6311,34.1583,35.08,94.5,32.8
USC00229426,-89.3831,30.2947,33.1,2.4,34.4
USC00229639,-89.1214,30.8714,32,48.8,34.4
USC00229860,-90.3817,32.9028,35.22,32.6,33.9
USC00230051,-94.3308,40.2486,35.67,266.7,33.3
USC00230127,-91.3045,36.63,30.89,246.9,33.3
USC00230143,-94.36,39.8914,34.01,296.9,33.3
USC00230163,-94.4853,36.645,36.76,338.3,32.8
USC00230204,-94.0281,38.1869,32.07,259.7,31.1
USC00230304,-93.5911,37.2614,32.87,342.9,32.8
USC00230368,-92.8514,36.8753,32.71,344.1,31.1
USC00230608,-94.0269,40.2575,34.95,289.3,32.2
USC00230824,-92.8103,38.9392,31.23,214,32.2
USC00230856,-91.1711,39.3447,27,270.4,30.6
USC00230887,-93.1969,36.5258,32.47,396.5,32.2
USC00230980,-93.0594,39.765,31.26,233.8,32.8
USC00231037,-93.1331,39.4247,30.41,201.8,31.7
USC00231087,-93.1067,37.6667,36.77,331,32.8
USC00231101,-91.1939,37.5139,29.95,365.8,37.2
USC00231145,-94.405,38.2611,29.37,240.8,31.7
USC00231189,-92.5545,38.6278,27.25,267.9,31.7
USC00231275,-91.5158,40.1433,28.1,149.4,29.4
USC00231340,-93.4886,39.3594,32.51,214.9,32.2
USC00231356,-94.3047,37.1772,40.1,298.1,33.3
USC00231364,-89.66,36.1875,37,82.3,33.9
USC00231383,-93.8714,36.6764,37.87,399.9,31.7
USC00231580,-93.5358,39.775,31.83,237.7,33.3
USC00231640,-90.9053,39.3731,26.71,140.2,30.6
USC00231674,-90.7756,37.1319,31.95,201.2,31.7
USC00231711,-93.7711,38.395,31.13,234.7,32.2
USC00231748,-93.2556,38.4844,31.65,307.2,32.2
USC00231801,-92.32,38.9422,35.77,219.5,32.2
USC00231822,-94.6833,40.2394,33.69,337.7,31.7
USC00232240,-94.3553,36.9861,33.15,326.1,32.8
USC00232289,-90.8125,36.6206,35.13,88.1,32.8
USC00232302,-92.2192,36.79,33.25,311.8,36.7
USC00232318,-92.3706,40.4906,30.13,265.2,31.7
USC00232503,-92.5808,38.3486,34.31,283.5,31.7
USC00232511,-94.0156,37.8639,38.46,280.4,37.2
USC00232568,-94.0353,38.8681,29.44,259.1,31.7
USC00232591,-90.7847,39.1506,28.61,137.2,32.2
USC00232619,-91.3589,37.1561,35.3,195.1,35.6
USC00232809,-90.4103,37.7922,35.57,282.9,32.2
USC00232850,-90.3981,38.2306,36.33,182.9,25
USC00232981,-92.105,37.7481,32.97,325.5,31.7
USC00233038,-90.3086,37.5739,31.59,219.2,32.8
USC00233043,-91.7028,38.4583,28.94,245.4,30.6
USC00233079,-91.9414,38.8472,36.23,239,31.1
USC00233094,-93.4678,36.8061,31.31,313,32.8
USC00233102,-93.9803,39.9133,32.83,281.9,31.7
USC00233162,-92.3606,36.8658,32.21,335.3,33.3
USC00233375,-94.4978,40.4639,30.67,331.9,30.6
USC00233416,-92.9492,40.3503,29.53,315.5,31.7
USC00233568,-94.0347,39.7425,33.61,274.3,31.7
USC00233601,-91.3719,39.7233,28.91,217,31.1
USC00233838,-93.7075,39.0733,32.87,254.8,31.7
USC00234019,-91.9625,37.3186,35.03,385,33.3
USC00234154,-94.3861,39.0647,37.41,300.2,31.7
USC00234226,-89.6678,37.3781,38.59,134.1,32.8
USC00234271,-92.1825,38.5853,32.99,204.2,32.2
USC00234382,-94.3294,39.3667,31.61,256,33.3
USC00234544,-92.5747,40.2058,35.09,295.7,31.1
USC00234705,-94.2842,37.5983,31.61,293.5,32.2
USC00234825,-92.6936,37.685,36.55,378,33.9
USC00234850,-94.3358,38.8803,32.02,304.8,31.1
USC00234919,-91.8831,37.5544,32.21,359.7,32.8
USC00234982,-93.1497,39.8569,30.79,248.1,31.7
USC00235050,-92.5064,39.7506,28.79,249.9,31.1
USC00235207,-89.9894,36.5994,40.06,88.4,32.8
USC00235227,-92.5789,37.1089,32.07,463.3,31.1
USC00235253,-89.9664,37.3036,34.29,118.9,32.8
USC00235307,-92.9097,37.3339,34.03,454.2,31.1
USC00235340,-94.8342,40.3458,32.07,300.2,32.8
USC00235492,-92.1822,40.4575,31.07,234.7,34.4
USC00235541,-91.8861,39.1756,34.2,244.4,32.8
USC00235671,-92.4369,39.4194,35.65,262.1,31.1
USC00235704,-93.9619,36.8619,39.66,420.6,32.2
USC00235834,-92.2617,37.1542,37.83,446.8,33.3
USC00235862,-93.8789,37.0733,40.96,362.7,33.3
USC00235976,-94.3614,36.8636,38.33,317,31.7
USC00235987,-94.3739,37.8394,36.95,265.5,32.8
USC00236012,-92.7558,39.0172,29.43,195.4,31.1
USC00236045,-89.5325,36.5869,40.68,92,33.3
USC00236357,-95.1464,39.9808,30.67,318.5,32.2
USC00236402,-93.7036,38.0492,29.05,217,37.2
USC00236460,-93.1075,36.6744,30.51,254.2,32.2
USC00236641,-89.92,37.7342,35.02,153,33.9
USC00236745,-94.2647,38.81,33.03,304.8,32.2
USC00236777,-93.3169,37.905,31.33,274.3,32.8
USC00236791,-90.4056,36.7578,40.41,112.8,32.8
USC00236804,-89.6997,36.4136,34.61,85.3,32.8
USC00236826,-90.8411,37.8958,29.53,336.8,30
USC00236866,-93.5839,40.3986,30.71,298.7,32.8
USC00237116,-93.97,39.2422,32.63,213.4,32.2
USC00237263,-91.7758,37.9572,35.96,355.7,32.2
USC00237300,-91.3756,38.4506,28.41,292.6,31.1
USC00237309,-91.4278,37.2597,28.88,249.3,33.3
USC00237397,-90.5169,38.8147,34.9,142.3,31.7
USC00237398,-90.5231,38.6856,29.58,137.2,31.7
USC00237452,-90.2706,38.6292,37.75,166.1,32.2
USC00237475,-90.6106,38.7556,35.31,168.9,32.2
USC00237506,-91.5364,37.6331,36.65,369.1,33.3
USC00237514,-92.8106,39.4247,30.37,222.5,32.2
USC00237578,-91.2494,39.6361,27.2,143.9,35.6
USC00237632,-93.2228,38.6753,34.17,237.7,32.2
USC00237656,-94.6108,36.8497,31.61,272.8,33.9
USC00237720,-92.0467,39.6828,29.77,227.7,31.1
USC00237772,-89.6231,36.8775,39.29,94.5,34.4
USC00237862,-94.5553,39.3903,30.41,275.5,32.8
USC00237963,-93.7158,40.2472,30.51,266.7,31.7
USC00238051,-91.8872,39.9714,30.82,210.3,30.6
USC00238082,-93.7725,37.6967,33.59,281,32.2
USC00238184,-91.6272,37.1397,34.85,374,32.8
USC00238223,-93.4194,38.9664,33.07,205.7,32.2
USC00238292,-95.3867,40.4372,31.11,298.1,32.8
USC00238444,-93.6086,40.0825,36.09,255.1,33.3
USC00238466,-93.4136,38.2597,30.97,213.7,31.7
USC00238523,-93.0031,40.475,32.05,323.1,31.1
USC00238526,-94.3558,38.9389,36.45,286.5,32.8
USC00238577,-91.4833,39.3167,26.26,232.9,30
USC00238583,-92.2058,36.9858,34.01,342.3,35
USC00238603,-92.8397,38.4325,33.63,305.7,32.2
USC00238620,-91.9811,38.2017,29.57,234.7,32.2
USC00238664,-94.6042,37.29,36.1,274,33.3
USC00238700,-90.2836,36.9231,31.51,125,33.9
USC00238712,-93.8008,38.7842,32.71,242.6,30
USC00238725,-91.1386,38.835,28.09,252.1,30.6
USC00238740,-94.0539,36.575,32.97,426.7,32.2
USC00238746,-90.9753,38.5417,30.89,148.4,31.7
USC00238754,-92.5875,36.8581,30.79,362.7,30
USC00238777,-92.2319,37.8133,33.75,271.3,30.6
USC00238805,-90.6828,38.6989,31.26,178,31.1
USC00238880,-91.8986,36.7272,33.69,325.2,33.3
USC00239034,-93.5314,38.5331,34.15,267.3,31.1
USC00239178,-90.0106,37.1564,33.9,128,32.2
USC00240088,-104.2647,45.2089,35.21,1009.5,33.3
USC00240111,-112.0856,45.0961,33.25,1752.3,25.6
USC00240364,-112.3969,47.4925,42.67,1240.5,30
USC00240412,-104.2822,46.3661,42.77,894,33.9
USC00240432,-108.1439,45.9497,35.67,914.4,32.2
USC00240554,-106.4808,48.6714,37.57,903.1,30
USC00240743,-105.4855,45.0403,45.65,1096.4,32.8
USC00240755,-114.0331,47.875,23.69,887,30.6
USC00240770,-110.0592,48.1347,37.8,844.3,32.2
USC00240775,-111.3253,45.2775,25.99,2008.6,23.3
USC00240780,-109.9511,45.8325,36.59,1249.7,29.4
USC00240801,-108.5706,45.7508,42.53,970.8,32.2
USC00240802,-108.4811,45.7717,42.63,944,34.4
USC00240923,-104.895,47.4694,33.93,814.7,30.6
USC00241008,-112.1139,46.2311,32.81,1494.7,29.4
USC00241044,-111.4064,45.6622,35.32,1497.5,27.2
USC00241047,-111.1547,45.6728,32.97,1455.4,28.3
USC00241084,-106.2314,45.8161,39.63,844.3,34.4
USC00241088,-105.2992,48.5156,33.83,705,30
USC00241102,-108.9092,45.3261,31.88,1092.1,29.4
USC00241127,-105.4072,45.4442,43.51,924.2,32.8
USC00241169,-105.83,47.2875,45.26,801.6,32.8
USC00241262,-115.8494,48.2561,26.84,708.7,27.2
USC00241297,-106.9597,45.5397,46.07,1045.5,31.7
USC00241518,-104.3089,46.7447,39.11,957.1,30
USC00241525,-111.2203,47.7922,40.54,1051.6,32.2
USC00241552,-111.7106,47.2192,34.54,1024.1,30.6
USC00241557,-111.5772,46.9956,32,1402.1,27.2
USC00241692,-110.9694,48.5189,35.93,954.6,31.1
USC00241722,-109.2267,48.5883,36.03,737.6,31.7
USC00241730,-109.0053,48.1728,32.8,1024.1,29.4
USC00241737,-112.1922,47.8206,37.53,1172,27.8
USC00241738,-112.0222,47.8639,35.65,1140.3,27.8
USC00241758,-105.595,47.4122,36.05,754.4,32.2
USC00241875,-106.6167,47.0567,48.17,831.2,33.3
USC00241905,-106.6336,45.8944,40.59,980.8,31.7
USC00241938,-109.2675,45.6444,41.35,1097.9,29.4
USC00241974,-111.9503,48.1736,35.86,1082,28.3
USC00241984,-107.525,48.0803,47.61,708.7,32.8
USC00242104,-114.1342,48.1889,33.02,896.1,27.2
USC00242122,-104.5089,48.1503,36.51,591.9,31.7
USC00242275,-112.7975,46.3911,31.61,1478.3,27.8
USC00242301,-112.7886,48.9983,32.3,1321.9,26.1
USC00242347,-109.9372,47.3181,36.71,1100.3,30
USC00242409,-112.6389,45.2089,36.47,1593.5,28.9
USC00242550,-111.4758,48.7167,36.47,1012.9,28.9
USC00242629,-113.2236,48.4472,29.6,1464.9,20.6
USC00242689,-104.5478,45.8864,37.61,1046.1,29.4
USC00242738,-112.4342,46.5631,26.19,1548.4,27.2
USC00242793,-111.7122,45.3394,32.17,1509.7,30
USC00242827,-115.0644,48.8978,39.01,771.8,29.4
USC00242857,-111.9861,47.615,35.54,1214,27.2
USC00243013,-108.3725,46.8217,40.01,1003.4,35
USC00243098,-106.6744,46.2719,40.37,766.6,32.8
USC00243110,-109.8014,48.4983,40.33,815.3,33.9
USC00243113,-110.6608,47.8306,41.43,807.4,32.2
USC00243142,-114.8767,48.7822,32.79,926.6,27.8
USC00243176,-106.4117,48.0119,28.05,630.9,33.9
USC00243378,-110.7036,45.0317,45.98,1607.8,30
USC00243437,-113.2633,46.1925,22.87,1953.8,22.2
USC00243489,-112.7547,47.6011,26.82,1399,23.9
USC00243530,-110.3028,48.5647,34.31,859.5,31.1
USC00243557,-106.6383,48.1925,34.73,637,32.2
USC00243581,-104.7183,47.1064,41.49,632.8,33.9
USC00243617,-111.3989,48.9753,32.71,1066.2,26.7
USC00243727,-108.8036,47.0256,47.08,1063.8,32.2
USC00243749,-111.2792,47.4883,38.99,1068.3,30.6
USC00243753,-111.385,47.4614,40.87,1129.3,31.1
USC00243885,-114.1642,46.2553,39.6,1080.5,28.3
USC00243915,-107.6092,45.7317,37.01,877.8,35.6
USC00243934,-108.6783,48.2383,44.65,821.4,32.2
USC00243947,-109.9475,46.5775,41.79,1402.7,28.9
USC00243984,-115.4225,47.3889,33.53,963.2,33.3
USC00244038,-111.3392,44.8667,27.31,1977.8,26.7
USC00244084,-116.0014,48.08,27.77,682.8,28.3
USC00244133,-110.6678,47.6414,37.89,1097.3,30
USC00244180,-107.1533,48.3478,43.11,855,34.4
USC00244193,-109.8703,46.9997,32.35,1293.6,28.3
USC00244297,-114.6833,47.6,39.23,883.9,29.4
USC00244328,-114.0217,48.3425,24.28,963.2,28.3
USC00244345,-108.2444,45.9228,34.61,924.8,32.8
USC00244358,-107.2278,46.2942,35.29,810.8,33.3
