name,x,y,plst,dem,at
USC00404876,-87.1153,36.1033,34.65,157.6,33.3
USC00404946,-83.9569,35.8983,32.86,253,32.8
USC00404987,-86.03,36.5192,37.83,297.2,34.4
USC00405035,-85.8261,36.0828,33.16,192,31.7
USC00405040,-84.7283,36.15,31.2,463.3,30.6
USC00405089,-87.3508,35.2436,38.55,265.2,36.7
USC00405108,-86.3181,36.2292,39.92,160,32.2
USC00405118,-86.2631,36.2981,34.53,155.4,32.8
USC00405158,-84.2622,35.7875,38.87,239.3,33.3
USC00405187,-86.8086,35.4139,39.68,239.9,35.6
USC00405210,-88.3903,35.6503,37.02,164.6,33.9
USC00405278,-87.8408,35.6047,36.12,153.9,35
USC00405332,-85.3364,36.3775,35.88,297.2,31.1
USC00405358,-87.7958,35.7522,34.26,135.6,35
USC00405431,-85.3444,35.0097,33.01,643.1,31.1
USC00405525,-86.3631,35.2983,35.99,246.9,34.4
USC00405595,-86.0875,35.5158,36.1,326.1,32.8
USC00405681,-88.8636,36.3444,36.38,103.6,37.2
USC00405882,-85.7811,35.6722,42.19,286.5,33.3
USC00405956,-89.8036,35.1297,32,94.5,33.9
USC00405966,-89.9925,35.1153,39.2,76.2,33.3
USC00406012,-88.7267,35.9328,36.06,126.5,35
USC00406162,-85.8414,35.2242,32.29,563.9,30.6
USC00406170,-85.265,36.1483,33.12,566.9,29.4
USC00406180,-87.2847,36.1014,32.85,182.9,29.4
USC00406271,-83.3325,36.2067,38.71,409.7,31.1
USC00406272,-83.4028,36.1683,35.66,402.3,29.4
USC00406292,-81.8033,36.4739,30.2,737.3,28.9
USC00406308,-88.0064,35.6558,33.05,137.2,31.7
USC00406328,-83.4411,35.655,21.1,1979.1,21.7
USC00406330,-88.0458,35.9675,33.29,115.8,33.3
USC00406340,-87.2019,35.5572,37.26,237.1,33.9
USC00406371,-86.3728,35.9203,38.26,163.1,32.8
USC00406435,-86.9653,35.7197,41.42,213.4,38.9
USC00406493,-84.1728,36.5517,31,309.1,30.6
USC00406500,-83.4289,35.6108,24.78,1536.2,22.8
USC00406534,-83.2008,35.9833,35.83,315.8,32.2
USC00406619,-84.0603,36.2131,30.47,338.3,30
USC00406806,-86.5631,36.2469,36.13,179.8,32.2
USC00406829,-84.5308,36.5028,34.62,438.9,28.9
USC00406977,-88.2958,36.2872,38.47,135,33.9
USC00407015,-88.12,35.6083,34.73,125,36.1
USC00407184,-85.1939,35.5983,36.6,263.3,32.8
USC00407359,-86.5258,36.5878,41.69,242,32.8
USC00407459,-87.0422,35.1842,40.82,196.3,33.9
USC00407710,-89.4986,35.7178,35.74,121.9,33.9
USC00407808,-85.6417,35.8092,35.49,268.2,33.3
USC00407834,-84.6919,35.8361,33.65,233.8,31.7
USC00407884,-82.9839,36.4161,36.57,413,30
USC00408065,-89.3028,36.4528,34.23,94.5,32.8
USC00408108,-88.3214,35.1525,34.81,128,34.4
USC00408160,-88.5994,35.1647,37.4,143.3,34.4
USC00408179,-83.5983,35.9297,37.99,274,33.3
USC00408184,-85.9172,35.2028,33.28,587.7,30
USC00408238,-86.7247,36.1661,39.03,123.4,33.3
USC00408246,-86.4775,35.4922,44.42,231.6,35
USC00408405,-85.7892,35.9419,36.28,271.3,31.7
USC00408414,-86.5578,35.9106,36.83,167.6,33.9
USC00408445,-85.2414,35.2803,34.73,518.2,33.9
USC00408522,-85.475,35.9067,39.92,275.8,32.2
USC00408540,-84.8547,35.6764,35.01,230.1,31.1
USC00408562,-86.8414,36.4711,41.15,227.1,33.3
USC00408868,-83.5603,36.465,29.07,416.1,30
USC00408886,-84.3,35.3697,37.26,277.4,36.1
USC00408916,-87.7886,36.325,35.69,220.1,32.8
USC00408953,-86.9322,35.7636,39.38,236.2,34.4
USC00409065,-83.7781,35.6031,28.05,550.8,33.9
USC00409155,-86.2089,35.3453,40.33,311.5,33.3
USC00409219,-89.0317,36.3925,34.9,106.7,34.4
USC00409431,-86.9064,36.0608,35.3,190.5,31.1
USC00409434,-86.2283,35.5392,36.85,309.1,31.1
USC00409493,-87.7419,36.1142,36.87,228.3,32.8
USC00409502,-87.7592,35.3042,38.86,228.6,33.3
USC00409691,-85.4736,35.2897,31.82,310.9,34.4
USC00409709,-86.6456,36.4511,37.78,249.9,32.2
USC00409800,-86.0314,35.1614,38.72,286.8,33.3
USC00409866,-86.0894,35.8375,35.49,228.6,35
USC00410012,-101.8436,33.8339,40.27,1026.6,33.3
USC00410040,-101.2519,30.3519,43.25,612.6,35
USC00410174,-103.66,30.3764,43.58,1356.4,33.9
USC00410206,-97.7164,33.3867,36.63,307.8,36.1
USC00410225,-101.0286,29.4608,40.93,352.7,38.3
USC00410235,-94.6342,29.7878,35.43,7.3,33.9
USC00410257,-95.4592,29.1572,34.02,8.2,33.9
USC00410268,-99.89,32.7667,42.83,524,38.3
USC00410345,-97.7078,26.8339,39.01,7.6,36.7
USC00410394,-100.2333,33.1525,43.21,509,38.3
USC00410404,-95.83,32.1633,41.77,136.6,36.1
USC00410408,-94.1661,33.1244,39.12,96,37.8
USC00410431,-97.7328,30.2247,42.64,173.7,36.7
USC00410433,-97.7664,30.4144,42.73,268.2,36.7
USC00410482,-102.3008,30.8878,46.41,776.3,37.8
USC00410493,-99.9764,31.7414,48.12,534.9,37.8
USC00410498,-103.7403,30.9844,45.98,981.5,36.7
USC00410569,-95.975,28.9797,34.98,15.8,33.3
USC00410586,-94.9908,29.9142,32.08,7.9,33.9
USC00410611,-94.0997,30.0969,35.38,6.1,35.6
USC00410613,-94.2928,30.0689,30.69,8.2,35
USC00410639,-97.7061,28.4575,37.45,77.7,36.1
USC00410690,-98.4161,27.5969,35.35,115.8,35.6
USC00410691,-97.4439,32.6475,36.93,240.8,37.2
USC00410779,-101.4625,31.2,42.19,833.3,36.1
USC00410805,-97.8031,27.5842,40.85,20.4,36.7
USC00410832,-98.4142,30.095,40.69,399.3,35.6
USC00410902,-98.7353,29.7986,41.61,440.4,35.6
USC00410926,-97.7336,33.8186,48.07,298.7,36.1
USC00410958,-101.4542,35.6364,42.09,934.8,36.1
USC00410984,-97.8472,33.5511,42.91,329.2,36.1
USC00411000,-102.2564,35.5303,42.61,972.6,36.1
USC00411007,-100.4144,29.3167,44.05,341.4,37.8
USC00411013,-100.4519,29.61,43.91,536.4,36.1
USC00411017,-99.3492,31.1444,43.05,521.2,36.1
USC00411033,-103.0072,35.62,42.71,1268,33.9
USC00411042,-98.9017,32.75,36.53,356.6,38.9
USC00411048,-96.3972,30.1592,46.21,95.4,36.1
USC00411063,-97.7761,33.2064,39.85,234.4,37.8
USC00411128,-102.2681,33.1908,44.61,1005.8,36.1
USC00411138,-98.9456,31.7383,42.43,426.7,39.4
USC00411246,-97.3444,32.5067,45.35,232.3,36.1
USC00411250,-98.2339,30.7586,45.45,391.7,38.3
USC00411267,-102.0797,35.1867,41.87,1164,34.4
USC00411337,-98.3539,28.4658,36.81,66.4,36.1
USC00411398,-100.0097,29.6703,43.64,451.1,35.6
USC00411416,-104.6822,30.1383,44.66,876.9,40
USC00411429,-98.1958,29.8608,30.51,304.8,35.6
USC00411430,-101.9264,34.9806,42.27,1094.2,35.6
USC00411486,-99.8733,28.4894,44.45,186.8,38.9
USC00411492,-100.6742,29.7908,48.47,564.2,36.1
USC00411500,-94.3397,32.1614,38.37,93,35
USC00411541,-97.4786,30.0164,40.65,132.9,35.6
USC00411578,-94.1642,31.8075,37.41,99.1,37.8
USC00411596,-95.9744,31.2581,43.27,97.5,36.7
USC00411663,-98.7494,28.9275,44.97,134.4,37.8
USC00411671,-97.4061,29.3092,39.49,112.2,36.7
USC00411694,-100.2183,34.4386,42.53,585.2,37.2
USC00411720,-98.2525,28.4675,29.82,70.1,37.2
USC00411800,-97.4061,32.3139,41.71,238.7,37.2
USC00411810,-95.0839,30.3636,35.79,59.7,35.6
USC00411875,-99.4319,31.8278,46.11,524.6,37.2
USC00411880,-97.1742,28.7156,33.96,36,33.9
USC00411911,-96.5731,29.6989,39.09,68.6,34.4
USC00411934,-99.7081,31.5514,30.57,480.1,36.7
USC00411956,-95.4831,30.3303,43.25,74.7,35.6
USC00411968,-95.6039,33.3192,36.69,141.1,37.2
USC00411974,-101.2842,31.5333,48.55,755.9,37.2
USC00412011,-97.5056,27.7792,39.35,13.4,35
USC00412019,-96.4867,32.1225,38.85,136.9,36.7
USC00412114,-95.4508,31.3072,40.97,105.8,36.7
USC00412121,-101.245,33.6517,43.03,917.4,35.6
USC00412125,-98.5547,28.5978,40.63,86.9,37.8
USC00412173,-97.3433,29.0892,37.15,65.2,36.1
USC00412225,-94.7225,32.9203,33.64,91.4,35.6
USC00412238,-102.5211,36.0606,40.59,1214.3,35.6
USC00412266,-96.2319,29.0567,36.1,21.3,33.9
USC00412334,-97.5769,33.2733,38.51,297.8,36.1
USC00412354,-105.2369,31.8769,49.17,1156.7,38.3
USC00412361,-100.9094,29.3842,45.89,324.3,38.3
USC00412394,-96.5667,33.8167,26.61,186.8,36.1
USC00412404,-97.105,33.1992,43.41,192,38.3
USC00412408,-102.8219,32.9619,47.27,1094.2,35.6
USC00412464,-102.312,34.5858,42.65,1173.5,35.6
USC00412485,-104.8333,31.9961,33.21,1909.6,28.9
USC00412585,-97.9822,30.2133,38.19,341.4,36.1
USC00412593,-101.8333,30.2,40.07,694.9,36.7
USC00412617,-101.9725,35.8731,41.25,1114,36.1
USC00412679,-100.4792,28.7569,50.23,247.5,38.9
USC00412715,-98.8175,32.3989,45.01,438.3,37.2
USC00412741,-99.8494,31.2208,48.35,624.8,37.8
USC00412758,-98.1575,26.2981,46.47,29.3,36.1
USC00412786,-96.2653,29.2,39.18,33.5,37.8
USC00412793,-106.3708,31.8117,54.91,1194.2,37.2
USC00412809,-100.5994,30.8694,48.85,743.7,34.4
USC00412816,-100.7572,30.8192,42.71,743.7,37.8
USC00412820,-97.3683,30.3492,44.79,176.5,36.1
USC00412902,-95.7797,32.8711,41.95,147.5,36.7
USC00412950,-98.9808,27.0267,35.73,125,36.7
USC00413060,-99.1372,26.5581,32.41,97.5,38.9
USC00413133,-96.6608,32.5339,42.49,143.3,38.3
USC00413183,-97.0644,29.6339,35.49,143.3,31.7
USC00413201,-98.1628,29.1333,42.63,121.9,37.2
USC00413214,-101.3339,33.985,43.77,981.5,35.6
USC00413225,-100.1369,36.4328,46.19,844.3,36.7
USC00413257,-100.1103,30.8275,44.25,704.1,37.2
USC00413262,-103.8869,30.5997,40.82,1482.5,35.6
USC00413265,-99.2342,32.9264,37.47,388.6,38.3
USC00413266,-105.7414,31.1853,42.4,1190.2,37.2
USC00413280,-102.9153,30.9072,48.29,926,38.3
USC00413285,-97.2975,32.8339,46.45,196.3,37.8
USC00413289,-97.4761,32.8472,36.15,187.5,39.4
USC00413299,-98.8392,28.5033,43.31,91.4,38.3
USC00413329,-98.9089,30.2392,43.76,513.6,35
USC00413340,-95.3808,28.9844,37.38,2.4,33.3
USC00413368,-102.7231,34.64,39.69,1222.2,33.3
USC00413411,-101.4539,32.7744,43.47,771.1,37.2
USC00413420,-97.0592,33.6461,45.01,265.2,38.3
USC00413485,-97.7019,31.4144,40.27,251.8,36.7
USC00413507,-97.7208,30.6764,39.95,266.4,37.8
USC00413546,-95.0497,32.7464,34.15,118.9,33.9
USC00413614,-98.5903,31.4406,35.87,459.3,35.6
USC00413618,-97.385,28.6617,37.16,43.3,35.6
USC00413622,-97.4481,29.4744,33.65,90.2,35.6
USC00413668,-98.5669,33.1203,43.25,328.6,38.3
USC00413675,-97.8069,32.5217,38.65,237.4,38.3
USC00413680,-102.8222,31.3028,50.53,739.1,39.4
USC00413686,-97.3211,30.7189,46.23,169.2,36.1
USC00413691,-97.0553,32.9506,39.79,178.3,38.3
USC00413787,-101.405,36.2631,42.61,966.2,37.2
USC00413828,-100.3369,33.6267,45.59,536.4,38.9
USC00413873,-96.9397,29.4706,37.27,83.8,35
USC00413877,-94.5889,32.5111,33.83,76.2,35.6
USC00413943,-97.6728,26.2028,44.49,11.6,36.7
USC00413954,-99.203,30.3086,46.29,643.1,35
USC00413972,-102.1175,34.3697,35.63,1116.5,35
USC00413979,-102.385,35.8783,39.27,1184.8,33.3
USC00413992,-99.735,33.1497,47.27,480.7,38.3
USC00413998,-97.3722,32.9867,43.07,229.5,37.8
USC00414058,-98.6775,27.3194,38.71,176.8,36.1
USC00414081,-94.7964,32.1808,39.41,128,35.6
USC00414098,-102.4003,34.8172,41.59,1164.3,35.6
USC00414182,-97.1094,32.0161,39.84,167.6,39.4
USC00414254,-99.1386,29.3364,43.43,267.9,37.2
USC00414278,-99.5606,31.8456,46.39,591.9,36.7
USC00414326,-95.28,29.7456,41.96,5.8,34.4
USC00414333,-95.0833,29.4717,37.62,5.8,35
USC00414348,-101.1772,30.005,43.21,496.8,36.7
USC00414375,-99.505,30.0628,42.76,612.6,36.7
USC00414382,-95.5422,30.7064,40.28,150.6,37.8
USC00414517,-98.1561,33.2206,40.39,329.8,36.7
USC00414525,-95.2736,31.9622,44.21,170.7,36.1
USC00414570,-100.5725,33.2544,43.71,612.6,36.7
USC00414577,-94.3592,32.7692,38.11,64.3,37.2
USC00414597,-96.9747,32.6406,36.17,180.1,38.3
USC00414605,-98.4089,30.2861,39.55,362.4,36.1
USC00414670,-99.8045,30.4453,40.05,532.5,36.7
USC00414705,-96.2725,32.5589,39.53,128,36.1
USC00414710,-102.4133,31.6728,47.89,892.1,38.3
USC00414770,-104.1108,31.0158,41.85,1402.7,34.4
USC00414775,-103.0889,31.8408,51.73,862.6,37.8
USC00414782,-99.1094,30.0739,36.03,547.7,36.7
USC00414792,-97.6919,31.0658,44.76,248.4,37.2
USC00414810,-97.8497,27.5311,39.53,17.4,35
USC00414903,-96.8769,29.9175,38.41,108.8,37.2
USC00414911,-98.3233,26.3233,40.45,64.9,36.7
USC00414931,-106.5914,31.9836,50.89,1179.6,33.9
USC00414967,-101.0489,33.0642,42.43,694.9,37.8
USC00414976,-95.5275,32.8242,31.99,126.2,35.6
USC00414980,-95.8864,32.8522,40.93,136.6,37.2
USC00414982,-99.1442,33.7542,38.33,355.7,40
USC00415013,-101.9456,32.7228,45.77,903.7,36.7
USC00415018,-98.1847,31.0717,43.4,314.6,38.9
USC00415048,-101.5603,29.8097,45.48,393.2,37.8
USC00415060,-99.4983,27.5683,45.07,131.1,38.9
USC00415094,-96.4861,33.0353,35.77,155.4,37.2
USC00415101,-101.0683,32.4669,48.45,662.9,38.9
USC00415120,-101.4842,32.0819,48.35,685.8,38.3
USC00415183,-102.3758,33.55,39.15,1071.1,35
USC00415193,-97.0133,30.4064,46.37,128.9,36.1
USC00415196,-94.795,30.0592,37.47,10.7,35.6
USC00415247,-100.2675,36.2358,40.01,746.8,36.7
USC00415265,-102.2592,33.8692,39.29,1056.4,36.1
USC00415271,-94.9256,30.7394,38.58,54.3,36.7
USC00415272,-98.6542,30.7425,43.69,310.9,37.8
USC00415341,-94.7172,32.4725,35.33,100.6,35.6
USC00415344,-94.7189,32.5183,34.91,153.6,36.7
USC00415429,-97.6578,29.6756,43.55,121.9,36.1
USC00415435,-94.1786,30.2503,37.31,11.9,36.1
USC00415477,-95.9203,30.9392,40.19,76.8,36.7
USC00415579,-103.2717,30.1925,48.55,1215.8,37.8
USC00415611,-96.8581,31.3336,40.35,117.3,36.7
USC00415618,-94.3508,32.5403,40.09,107.3,37.2
USC00415658,-100.8117,34.025,45.53,719.3,37.8
USC00415659,-95.9733,28.6836,33.33,3,32.2
USC00415661,-97.8725,28.0372,35.33,42.1,34.4
USC00415701,-98.2511,26.1917,45.15,30.5,37.2
USC00415707,-102.2217,31.1331,45.69,750.1,37.2
USC00415721,-98.1236,26.565,40.19,67.1,36.1
USC00415742,-99.2497,29.81,41.25,521.8,36.1
USC00415757,-97.4011,31.435,46.83,220.4,36.1
USC00415821,-100.5372,34.7261,46.83,637,37.8
USC00415822,-99.7864,30.9044,39.33,603.8,36.7
USC00415836,-97.8997,26.0619,35.11,22.9,33.9
USC00415852,-100.1222,32.3197,35.93,686.1,36.7
USC00415891,-102.0258,32.0186,47.85,846.1,37.2
USC00415954,-95.4822,32.635,38.41,111.9,37.2
USC00416074,-102.7586,33.7183,40.55,1150.3,35
USC00416104,-104.0233,30.7053,34.94,2069.6,31.1
USC00416108,-95.0056,33.1689,35.48,129.5,35.6
USC00416119,-95.2236,33.1964,39.33,136.2,37.2
USC00416135,-102.7328,34.2192,44.25,1167.4,35
USC00416137,-102.7783,33.9544,37.49,1140,34.4
USC00416177,-94.6431,31.6164,40.53,132.6,37.8
USC00416276,-98.1636,29.6597,41.27,219.5,35
USC00416368,-97.7675,29.2828,38.59,103.6,35.6
USC00416502,-102.3592,31.8797,51.19,887,37.2
USC00416636,-98.7664,33.3733,41.95,364.2,36.7
USC00416644,-102.1356,34.1797,37.69,1109.5,34.4
USC00416680,-93.7394,30.2264,31.77,5.5,33.9
USC00416739,-97.2967,27.4467,40.15,3,32.2
USC00416740,-100.2989,34.0067,42.75,579.1,40
USC00416742,-100.2981,33.8083,46.85,558.4,38.9
USC00416747,-99.85,31.5536,46.94,484.3,37.8
USC00416776,-100.9736,35.5544,42.61,960.1,35.6
USC00416780,-101.5575,30.2061,33.27,514.8,37.2
USC00416785,-101.3897,35.3514,41.07,1055.5,36.7
USC00416792,-103.2061,29.3272,49.26,1140,36.1
USC00416794,-95.5586,33.6744,44.61,165.2,36.1
USC00416879,-99.0897,28.8889,45.35,193.5,39.4
USC00416893,-103.6331,31.3783,49.39,830.3,38.3
USC00416932,-102.5897,31.7356,49.09,894,39.4
USC00416950,-100.8239,36.3897,41.51,896.7,38.9
USC00416959,-103.1736,29.6603,50.83,873.3,38.9
USC00417044,-104.8078,31.8903,40.11,1704.1,31.1
USC00417066,-94.9392,32.9264,34.97,111.3,37.2
USC00417074,-102.8281,33.1869,45.07,1120.1,35.6
USC00417079,-101.7022,34.1892,42.35,1027.2,34.4
USC00417081,-101.7461,34.1981,40.81,1051.6,33.9
USC00417111,-98.4772,28.9606,42.61,109.1,36.7
USC00417140,-96.5553,28.6575,38.43,6.1,33.9
USC00417170,-97.0592,27.8381,38.37,3.7,32.8
USC00417179,-97.3094,26.0942,37.99,5.2,33.9
USC00417183,-96.6417,28.6078,39.3,5.5,33.9
USC00417186,-96.4278,28.4342,34.21,1.5,32.8
USC00417206,-101.3744,33.1986,43.07,795.8,39.4
USC00417215,-98.5686,29.0281,42.17,129.5,32.2
USC00417232,-99.7908,29.9167,38.21,625.4,35
USC00417388,-97.7064,32.2619,43.99,197.5,37.8
USC00417458,-97.7833,26.7069,38.59,9.4,36.7
USC00417530,-97.3297,28.2939,37.66,16.5,35
USC00417550,-97.5756,32.8136,43.81,259.1,38.9
USC00417588,-96.7428,32.9964,47.25,206.7,38.3
USC00417622,-98.8117,26.3769,44.29,52.4,37.8
USC00417624,-102.9622,29.1853,52.25,566.3,42.2
USC00417669,-100.5358,31.8836,43.03,584,38.3
USC00417677,-97.6619,27.7894,40.03,25.9,35
USC00417704,-97.0567,28.0286,37.19,2.7,33.3
USC00417706,-100.2119,30.0239,46.77,726,35.6
USC00417743,-100.5264,32.4481,44.46,725.4,37.2
USC00417782,-100.4611,32.8556,48.29,589.8,38.3
USC00417841,-95.1428,31.8092,35.09,211.8,35.6
USC00417936,-94.1011,31.0619,29.33,57.6,35.6
USC00417944,-100.4942,31.3706,41.33,579.1,38.3
USC00417947,-98.4539,29.5253,44.35,240.2,35.6
USC00417983,-97.9494,29.8833,45.31,202.7,37.2
USC00417994,-98.7589,31.2842,39.95,405.4,36.7
USC00418022,-102.3917,30.1414,43.5,849.8,36.1
USC00418040,-101.5492,35.7047,35.75,894.9,31.7
USC00418059,-97.8714,26.2656,41.89,15.2,37.2
USC00418081,-97.6956,27.2169,36.43,11.6,36.7
USC00418169,-98.7028,29.4508,43.59,286.5,36.1
USC00418201,-102.6597,32.7131,46.59,1016.8,36.7
USC00418236,-100.2503,35.215,43.13,719.3,36.7
USC00418252,-101.8272,30.6886,41.79,662.9,37.8
USC00418274,-96.6419,33.7033,44.59,231.6,36.7
USC00418323,-101.3006,34.4722,44.27,999.7,35.6
USC00418354,-97.4972,28.0353,41.79,16.2,35.6
USC00418415,-97.1644,30.0092,38.01,96.6,35.6
USC00418433,-100.9111,32.71,45.71,706.8,37.2
USC00418446,-96.5403,30.3367,38.31,80.2,38.3
USC00418566,-100.8761,33.4792,37.03,700.1,36.7
USC00418583,-99.8036,32.9403,48.71,499.9,38.9
USC00418630,-100.9828,31.8347,42.37,694.9,36.1
USC00418692,-102.0775,36.4414,40.33,1098.2,36.1
USC00418743,-95.6269,33.1481,40.9,150.9,36.1
USC00418818,-101.7981,33.1714,44.71,951,35
USC00418862,-97.4156,30.5844,46.15,174,36.7
USC00418942,-94.0772,33.4367,39.25,118.9,34.4
USC00418996,-95.6314,29.4822,32.45,21.3,36.7
USC00419016,-99.2006,33.3144,35.65,425.5,40
USC00419031,-98.5294,28.4114,42.86,105.2,36.7
USC00419088,-106.0581,31.4028,36.54,1074.4,36.1
USC00419101,-94.1819,30.7931,33.33,65.2,36.1
USC00419163,-99.8617,33.7569,40.39,478.8,38.9
USC00419191,-100.8972,34.3956,38.69,710.2,37.2
USC00419207,-95.2969,32.3067,43.63,167.6,36.7
USC00419270,-104.4914,30.5908,44.87,1353.3,35.6
USC00419295,-104.8372,31.0417,51.26,1239,35
USC00419330,-102.4633,35.2775,43.07,1218.6,35
USC00419361,-97.0181,28.8608,38.94,30.8,34.4
USC00419380,-101.4969,34.6522,41.13,1036.3,34.4
USC00419417,-97.2169,31.6003,44.13,150.9,37.8
USC00419480,-94.4,30.5833,29.03,33.5,36.7
USC00419491,-96.1594,30.3236,41.93,65.5,37.2
USC00419499,-100.7283,31.6725,46.09,646.2,37.8
USC00419522,-96.8422,32.4281,46.03,190.8,36.7
USC00419532,-97.77,32.7483,41.97,291.1,36.7
USC00419559,-97.4178,28.1136,34.79,15.2,35.6
USC00419565,-100.2103,34.8422,42.93,621.8,37.2
USC00419711,-101.0925,33.4561,41.67,735.2,37.2
USC00419754,-94.4456,30.5347,33.77,61,36.1
USC00419847,-100.1078,32.0444,40.57,611.7,38.3
USC00419916,-94.1583,33.3039,32.57,86,36.1
USC00419952,-97.1556,29.2739,37.09,89.9,34.4
USC00420061,-111.7708,40.4644,35.19,1545.3,28.3
USC00420072,-111.6369,40.5906,20.12,2660.9,19.4
USC00420820,-111.8903,40.8547,38.97,1383.8,31.1
USC00420928,-112.0436,41.5239,42.28,1289.3,32.8
USC00421144,-113.7128,39.8997,43.95,1323.4,32.2
USC00421162,-113.5422,37.6661,44.43,1634.6,32.8
USC00421259,-113.1439,37.7083,41.46,1856.2,26.1
USC00421446,-111.8314,40.8397,28.08,1624.6,32.2
USC00421590,-111.1472,40.9383,35.55,1984.2,26.7
USC00421759,-111.7836,40.6189,38.39,1521,32.8
USC00421918,-112.0558,41.8328,47.27,1307.6,33.3
USC00422057,-111.5289,40.4044,29.65,1606.3,26.7
USC00422173,-109.3069,40.4383,40.01,1463.6,30
USC00422385,-111.435,40.9656,32.12,1665.7,30.6
USC00422558,-113.715,37.5764,39.37,1621.5,24.4
USC00422578,-111.5992,39.3583,36.01,1673.4,23.9
USC00422607,-113.9533,39.1078,48.31,1517.9,30
USC00422726,-111.9353,41.0222,44.92,1335,28.9
USC00422828,-112.3278,38.9664,43.53,1560.6,30.6
USC00423097,-112.1975,40.7242,38.08,1310,33.3
USC00423348,-112.5075,40.6019,50.77,1386.8,32.8
USC00423486,-113.8694,41.7139,48.37,1621.5,31.1
USC00423809,-111.4261,40.4917,29.56,1703.8,28.9
USC00424135,-111.7131,41.2403,39.24,1566.7,33.3
USC00424174,-113.9886,40.0378,47.63,1609,33.3
USC00424321,-109.1789,40.8992,42.35,1662.4,28.9
USC00424342,-109.3464,40.3611,35.32,1443.5,30
USC00424467,-111.2822,40.6439,32.65,1975.4,30
USC00424508,-112.5367,37.0286,39.95,1493.5,32.8
USC00424856,-111.3208,41.825,40.49,1822.7,28.9
USC00425182,-111.8564,41.735,42.26,1364,32.8
USC00425186,-111.8033,41.7456,45.94,1460,31.7
USC00425194,-111.8914,41.6661,39.77,1367.9,31.7
USC00425402,-111.6306,39.2583,43.05,1749.6,23.3
USC00425733,-109.5458,38.5744,41.43,1235.4,35.6
USC00425826,-111.6722,41.0428,32.27,1551.4,31.1
USC00426135,-111.8319,39.7122,38.19,1563,28.3
USC00426404,-111.9467,41.2439,45.08,1325.9,36.1
USC00426708,-113.8858,39.6308,51.2,1456.9,37.2
USC00426869,-111.8378,41.2578,33.82,1505.7,30
USC00426919,-111.7339,40.3675,36.53,1436.2,31.1
USC00427064,-111.6508,40.2458,41.98,1392.9,32.2
USC00427260,-112.0775,38.7619,37.61,1615.4,28.3
USC00427271,-111.81,41.9064,36.55,1426.5,32.2
USC00427395,-109.9586,40.2878,39.25,1528.3,31.7
USC00427408,-113.4133,41.8186,44.38,1732.8,30.6
USC00427516,-113.6067,37.1189,53.39,870.8,32.2
USC00427557,-111.8547,38.9594,36.24,1561.5,28.9
USC00427686,-111.7794,39.9578,41.39,1572.8,30
USC00427846,-111.5842,40.6008,20.19,2664,20.6
USC00428119,-111.6044,40.0797,33.97,1438.7,31.7
USC00428476,-110.3897,39.5511,29.87,1984.6,29.4
USC00428771,-112.3217,40.5353,41.41,1506.9,33.9
USC00428828,-111.9128,41.9153,40.03,1357.9,32.8
USC00429111,-109.5356,40.4403,40.19,1629.2,27.8
USC00429595,-111.1494,41.525,32.6,1924.8,28.3
USC00430277,-72.7836,43.1003,22.79,344.4,22.2
USC00430942,-72.6389,44.0358,17.69,548.6,18.9
USC00431243,-72.5989,43.3847,24.89,256.6,26.7
USC00431363,-72.4833,44.0108,18.91,438.9,19.4
USC00431565,-72.3194,44.0069,17.1,359.7,19.4
USC00431580,-73.2106,43.9572,26.83,105.2,24.4
USC00431705,-73.0522,43.3442,20.35,404.2,21.7
USC00432314,-71.8908,44.6425,18.89,304.8,22.2
USC00432698,-72.5572,44.6722,15.35,443.8,19.4
USC00432769,-72.8083,44.9094,22.13,128,19.4
USC00432773,-72.8136,44.9097,23.15,129.5,21.1
USC00432843,-73.1153,44.5078,22.63,103.6,22.2
USC00433400,-72.6253,43.1906,24.37,358.1,21.7
USC00433769,-72.9656,44.2378,15.09,330.1,20
USC00434115,-72.2933,44.7925,18.83,259.1,19.4
USC00434120,-71.8903,44.8128,19.82,365.8,18.3
USC00434189,-72.5022,44.9381,18.49,560.8,16.1
USC00435273,-72.6006,44.2553,21.17,161.5,24.4
USC00435416,-72.8153,44.5247,14.05,1204,12.8
USC00435542,-72.1911,44.9489,21.17,240.8,19.4
USC00435733,-72.6567,44.1647,18.76,204.2,21.7
USC00435768,-72.3622,43.6028,19.39,173.7,22.8
USC00435982,-72.5056,43.3392,27.33,170.7,23.9
USC00436391,-72.4153,44.2764,20.96,243.8,22.2
USC00436500,-73.2228,42.7917,25.11,338.3,24.4
USC00436893,-72.8045,43.8578,16.47,253,22.8
USC00436995,-72.9781,43.6253,24.99,189,23.3
USC00437032,-73.0911,44.8592,24.47,115.8,21.1
USC00437054,-72.0194,44.42,27.19,213.4,20
USC00437098,-73.0992,43.9256,24.55,128,24.4
USC00437607,-73.3031,44.6264,21.63,33.5,23.3
USC00437612,-72.9736,44.0725,20.69,408.7,21.1
USC00438160,-73.1244,43.0908,24.59,274.3,28.3
USC00438169,-72.0481,44.6122,18.71,457.2,19.4
USC00438172,-72.0233,44.665,16.47,304.8,18.9
USC00438637,-72.8781,44.1872,18.83,313.3,21.1
USC00438652,-72.2203,44.5028,13.68,685.8,17.2
USC00439984,-72.5072,43.6303,18.96,182.9,23.3
USC00439988,-72.5822,44.3747,18.13,414.5,20
